_meta_key,_meta_value
APICall::Landroid/content/res/Resources.getInteger(),1
APICall::Landroid/content/res/Resources.getLayout(),1
APICall::Landroid/content/res/Resources.getMovie(),1
APICall::Landroid/content/res/Resources.getQuantityString(),1
APICall::Landroid/content/res/Resources.getQuantityText(),1
APICall::Landroid/content/res/Resources.getResourceEntryName(),1
APICall::Landroid/content/res/Resources.getResourceName(),1
APICall::Landroid/content/res/Resources.getResourcePackageName(),1
APICall::Landroid/content/res/Resources.getResourceTypeName(),1
APICall::Landroid/content/res/Resources.getString(),1
APICall::Landroid/content/res/Resources.getStringArray(),1
APICall::Landroid/content/res/Resources.getSystem(),1
APICall::Landroid/content/res/Resources.getText(),1
APICall::Landroid/content/res/Resources.getTextArray(),1
APICall::Landroid/content/res/Resources.getValue(),1
APICall::Landroid/content/res/Resources.getValueForDensity(),1
APICall::Landroid/content/res/Resources.getXml(),1
APICall::Landroid/content/res/Resources.newTheme(),1
APICall::Landroid/content/res/Resources.obtainAttributes(),1
APICall::Landroid/content/res/Resources.obtainTypedArray(),1
APICall::Landroid/content/res/Resources.openRawResource(),1
APICall::Landroid/content/res/Resources.openRawResourceFd(),1
APICall::Landroid/content/res/Resources.parseBundleExtra(),1
APICall::Landroid/content/res/Resources.parseBundleExtras(),1
APICall::Landroid/content/res/Resources.updateConfiguration(),1
APICall::Landroid/content/res/TypedArray.getBoolean(),1
APICall::Landroid/content/res/TypedArray.getChangingConfigurations(),1
APICall::Landroid/content/res/TypedArray.getColor(),1
APICall::Landroid/content/res/TypedArray.getColorStateList(),1
APICall::Landroid/content/res/TypedArray.getDimension(),1
APICall::Landroid/content/res/TypedArray.getDimensionPixelOffset(),1
APICall::Landroid/content/res/TypedArray.getDimensionPixelSize(),1
APICall::Landroid/content/res/TypedArray.getDrawable(),1
APICall::Landroid/content/res/TypedArray.getFloat(),1
APICall::Landroid/content/res/TypedArray.getFont(),1
APICall::Landroid/content/res/TypedArray.getFraction(),1
APICall::Landroid/content/res/TypedArray.getIndex(),1
APICall::Landroid/content/res/TypedArray.getIndexCount(),1
APICall::Landroid/content/res/TypedArray.getInt(),1
APICall::Landroid/content/res/TypedArray.getInteger(),1
APICall::Landroid/content/res/TypedArray.getLayoutDimension(),1
APICall::Landroid/content/res/TypedArray.getNonResourceString(),1
APICall::Landroid/content/res/TypedArray.getPositionDescription(),1
APICall::Landroid/content/res/TypedArray.getResourceId(),1
APICall::Landroid/content/res/TypedArray.getResources(),1
APICall::Landroid/content/res/TypedArray.getString(),1
APICall::Landroid/content/res/TypedArray.getText(),1
APICall::Landroid/content/res/TypedArray.getTextArray(),1
APICall::Landroid/content/res/TypedArray.getType(),1
APICall::Landroid/content/res/TypedArray.getValue(),1
APICall::Landroid/content/res/TypedArray.hasValue(),1
APICall::Landroid/content/res/TypedArray.length(),1
APICall::Landroid/content/res/TypedArray.peekValue(),1
APICall::Landroid/content/res/TypedArray.recycle(),1
APICall::Landroid/content/res/XmlResourceParser.close(),1
APICall::Landroid/content/res/XmlResourceParser.getAttributeValue(),1
APICall::Landroid/content/res/XmlResourceParser.getName(),1
APICall::Landroid/content/res/XmlResourceParser.getPositionDescription(),1
APICall::Landroid/content/res/XmlResourceParser.next(),1
APICall::Landroid/content/res/loader/ResourcesLoader.<init>(),1
APICall::Landroid/content/res/loader/ResourcesLoader.addProvider(),1
APICall::Landroid/content/res/loader/ResourcesProvider.loadFromTable(),1
APICall::Landroid/database/ContentObserver.<init>(),1
APICall::Landroid/database/Cursor.close(),1
APICall::Landroid/database/Cursor.getBlob(),1
APICall::Landroid/database/Cursor.getColumnIndex(),1
APICall::Landroid/database/Cursor.getColumnIndexOrThrow(),1
APICall::Landroid/database/Cursor.getCount(),1
APICall::Landroid/database/Cursor.getDouble(),1
APICall::Landroid/database/Cursor.getExtras(),1
APICall::Landroid/database/Cursor.getFloat(),1
APICall::Landroid/database/Cursor.getInt(),1
APICall::Landroid/database/Cursor.getLong(),1
APICall::Landroid/database/Cursor.getPosition(),1
APICall::Landroid/database/Cursor.getShort(),1
APICall::Landroid/database/Cursor.getString(),1
APICall::Landroid/database/Cursor.isClosed(),1
APICall::Landroid/database/Cursor.isNull(),1
APICall::Landroid/database/Cursor.moveToNext(),1
APICall::Landroid/database/Cursor.moveToPosition(),1
APICall::Landroid/database/Cursor.registerContentObserver(),1
APICall::Landroid/database/Cursor.registerDataSetObserver(),1
APICall::Landroid/database/Cursor.requery(),1
APICall::Landroid/database/Cursor.unregisterContentObserver(),1
APICall::Landroid/database/Cursor.unregisterDataSetObserver(),1
APICall::Landroid/database/CursorWindow.<init>(),1
APICall::Landroid/database/DataSetObservable.<init>(),1
APICall::Landroid/database/DataSetObservable.notifyChanged(),1
APICall::Landroid/database/DataSetObservable.registerObserver(),1
APICall::Landroid/database/DataSetObservable.unregisterObserver(),1
APICall::Landroid/database/DataSetObserver.<init>(),1
APICall::Landroid/database/DataSetObserver.onChanged(),1
APICall::Landroid/database/DataSetObserver.onInvalidated(),1
APICall::Landroid/database/MatrixCursor.<init>(),1
APICall::Landroid/database/MatrixCursor.addRow(),1
APICall::Landroid/database/Observable.<init>(),1
APICall::Landroid/database/sqlite/SQLiteCursor.setFillWindowForwardOnly(),1
APICall::Landroid/database/sqlite/SQLiteDatabase.beginTransaction(),1
APICall::Landroid/database/sqlite/SQLiteDatabase.beginTransactionNonExclusive(),1
APICall::Landroid/database/sqlite/SQLiteDatabase.endTransaction(),1
APICall::Landroid/database/sqlite/SQLiteDatabase.setTransactionSuccessful(),1
APICall::Landroid/graphics/Bitmap.compress(),1
APICall::Landroid/graphics/Bitmap.copy(),1
APICall::Landroid/graphics/Bitmap.createBitmap(),1
APICall::Landroid/graphics/Bitmap.createScaledBitmap(),1
APICall::Landroid/graphics/Bitmap.eraseColor(),1
APICall::Landroid/graphics/Bitmap.getAllocationByteCount(),1
APICall::Landroid/graphics/Bitmap.getColorSpace(),1
APICall::Landroid/graphics/Bitmap.getConfig(),1
APICall::Landroid/graphics/Bitmap.getHardwareBuffer(),1
APICall::Landroid/graphics/Bitmap.getHeight(),1
APICall::Landroid/graphics/Bitmap.getPixel(),1
APICall::Landroid/graphics/Bitmap.getPixels(),1
APICall::Landroid/graphics/Bitmap.getScaledHeight(),1
APICall::Landroid/graphics/Bitmap.getScaledWidth(),1
APICall::Landroid/graphics/Bitmap.getWidth(),1
APICall::Landroid/graphics/Bitmap.hasAlpha(),1
APICall::Landroid/graphics/Bitmap.hasMipMap(),1
APICall::Landroid/graphics/Bitmap.isMutable(),1
APICall::Landroid/graphics/Bitmap.recycle(),1
APICall::Landroid/graphics/Bitmap.setHasMipMap(),1
APICall::Landroid/graphics/Bitmap.setPixel(),1
APICall::Landroid/graphics/BitmapFactory.decodeByteArray(),1
APICall::Landroid/graphics/BitmapFactory.decodeFile(),1
APICall::Landroid/graphics/BitmapFactory.decodeStream(),1
APICall::Landroid/graphics/BitmapShader.<init>(),1
APICall::Landroid/graphics/BitmapShader.setLocalMatrix(),1
APICall::Landroid/graphics/BlendModeColorFilter.<init>(),1
APICall::Landroid/graphics/Canvas.<init>(),1
APICall::Landroid/graphics/Canvas.clipOutRect(),1
APICall::Landroid/graphics/Canvas.clipPath(),1
APICall::Landroid/graphics/Canvas.clipRect(),1
APICall::Landroid/graphics/Canvas.concat(),1
APICall::Landroid/graphics/Canvas.disableZ(),1
APICall::Landroid/graphics/Canvas.drawArc(),1
APICall::Landroid/graphics/Canvas.drawBitmap(),1
APICall::Landroid/graphics/Canvas.drawCircle(),1
APICall::Landroid/graphics/Canvas.drawLine(),1
APICall::Landroid/graphics/Canvas.drawLines(),1
APICall::Landroid/graphics/Canvas.drawPath(),1
APICall::Landroid/graphics/Canvas.drawPoint(),1
APICall::Landroid/graphics/Canvas.drawRGB(),1
APICall::Landroid/graphics/Canvas.drawRect(),1
APICall::Landroid/graphics/Canvas.drawRoundRect(),1
APICall::Landroid/graphics/Canvas.drawText(),1
APICall::Landroid/graphics/Canvas.drawTextOnPath(),1
APICall::Landroid/graphics/Canvas.enableZ(),1
APICall::Landroid/graphics/Canvas.getClipBounds(),1
APICall::Landroid/graphics/Canvas.getDensity(),1
APICall::Landroid/graphics/Canvas.getHeight(),1
APICall::Landroid/graphics/Canvas.getMatrix(),1
APICall::Landroid/graphics/Canvas.getWidth(),1
APICall::Landroid/graphics/Canvas.restore(),1
APICall::Landroid/graphics/Canvas.restoreToCount(),1
APICall::Landroid/graphics/Canvas.rotate(),1
APICall::Landroid/graphics/Canvas.save(),1
APICall::Landroid/graphics/Canvas.saveLayerAlpha(),1
APICall::Landroid/graphics/Canvas.scale(),1
APICall::Landroid/graphics/Canvas.setBitmap(),1
APICall::Landroid/graphics/Canvas.setMatrix(),1
APICall::Landroid/graphics/Canvas.skew(),1
APICall::Landroid/graphics/Canvas.translate(),1
APICall::Landroid/graphics/Color.HSVToColor(),1
APICall::Landroid/graphics/Color.alpha(),1
APICall::Landroid/graphics/Color.argb(),1
APICall::Landroid/graphics/Color.blue(),1
APICall::Landroid/graphics/Color.colorSpace(),1
APICall::Landroid/graphics/Color.colorToHSV(),1
APICall::Landroid/graphics/Color.convert(),1
APICall::Landroid/graphics/Color.getColorSpace(),1
APICall::Landroid/graphics/Color.getComponent(),1
APICall::Landroid/graphics/Color.getComponentCount(),1
APICall::Landroid/graphics/Color.getComponents(),1
APICall::Landroid/graphics/Color.getModel(),1
APICall::Landroid/graphics/Color.green(),1
APICall::Landroid/graphics/Color.isSrgb(),1
APICall::Landroid/graphics/Color.isWideGamut(),1
APICall::Landroid/graphics/Color.luminance(),1
APICall::Landroid/graphics/Color.pack(),1
APICall::Landroid/graphics/Color.parseColor(),1
APICall::Landroid/graphics/Color.red(),1
APICall::Landroid/graphics/Color.rgb(),1
APICall::Landroid/graphics/Color.toArgb(),1
APICall::Landroid/graphics/Color.valueOf(),1
APICall::Landroid/graphics/ColorMatrix.<init>(),1
APICall::Landroid/graphics/ColorMatrix.postConcat(),1
APICall::Landroid/graphics/ColorMatrix.reset(),1
APICall::Landroid/graphics/ColorMatrix.set(),1
APICall::Landroid/graphics/ColorMatrix.setScale(),1
APICall::Landroid/graphics/ColorMatrixColorFilter.<init>(),1
APICall::Landroid/graphics/ColorSpace.equals(),1
APICall::Landroid/graphics/ColorSpace.get(),1
APICall::Landroid/graphics/DashPathEffect.<init>(),1
APICall::Landroid/graphics/ImageDecoder.decodeBitmap(),1
APICall::Landroid/graphics/ImageDecoder.decodeDrawable(),1
APICall::Landroid/graphics/Insets.of(),1
APICall::Landroid/graphics/LinearGradient.<init>(),1
APICall::Landroid/graphics/Matrix.<init>(),1
APICall::Landroid/graphics/Matrix.equals(),1
APICall::Landroid/graphics/Matrix.getValues(),1
APICall::Landroid/graphics/Matrix.invert(),1
APICall::Landroid/graphics/Matrix.isIdentity(),1
APICall::Landroid/graphics/Matrix.mapPoints(),1
APICall::Landroid/graphics/Matrix.mapRect(),1
APICall::Landroid/graphics/Matrix.mapVectors(),1
APICall::Landroid/graphics/Matrix.postConcat(),1
APICall::Landroid/graphics/Matrix.postRotate(),1
APICall::Landroid/graphics/Matrix.postScale(),1
APICall::Landroid/graphics/Matrix.postTranslate(),1
APICall::Landroid/graphics/Matrix.preConcat(),1
APICall::Landroid/graphics/Matrix.preRotate(),1
APICall::Landroid/graphics/Matrix.preScale(),1
APICall::Landroid/graphics/Matrix.preTranslate(),1
APICall::Landroid/graphics/Matrix.reset(),1
APICall::Landroid/graphics/Matrix.set(),1
APICall::Landroid/graphics/Matrix.setRectToRect(),1
APICall::Landroid/graphics/Matrix.setRotate(),1
APICall::Landroid/graphics/Matrix.setScale(),1
APICall::Landroid/graphics/Matrix.setSkew(),1
APICall::Landroid/graphics/Matrix.setTranslate(),1
APICall::Landroid/graphics/Matrix.setValues(),1
APICall::Landroid/graphics/Matrix.toString(),1
APICall::Landroid/graphics/Outline.setAlpha(),1
APICall::Landroid/graphics/Outline.setConvexPath(),1
APICall::Landroid/graphics/Outline.setPath(),1
APICall::Landroid/graphics/Outline.setRoundRect(),1
APICall::Landroid/graphics/Paint$FontMetrics.<init>(),1
APICall::Landroid/graphics/Paint$FontMetricsInt.<init>(),1
APICall::Landroid/graphics/Paint.<init>(),1
APICall::Landroid/graphics/Paint.clearShadowLayer(),1
APICall::Landroid/graphics/Paint.getAlpha(),1
APICall::Landroid/graphics/Paint.getColor(),1
APICall::Landroid/graphics/Paint.getColorFilter(),1
APICall::Landroid/graphics/Paint.getFontMetricsInt(),1
APICall::Landroid/graphics/Paint.getShader(),1
APICall::Landroid/graphics/Paint.getStrokeWidth(),1
APICall::Landroid/graphics/Paint.getTextBounds(),1
APICall::Landroid/graphics/Paint.getTextSize(),1
APICall::Landroid/graphics/Paint.getTypeface(),1
APICall::Landroid/graphics/Paint.hasGlyph(),1
APICall::Landroid/graphics/Paint.isAntiAlias(),1
APICall::Landroid/graphics/Paint.set(),1
APICall::Landroid/graphics/Paint.setARGB(),1
APICall::Landroid/graphics/Paint.setAlpha(),1
APICall::Landroid/graphics/Paint.setAntiAlias(),1
APICall::Landroid/graphics/Paint.setBlendMode(),1
APICall::Landroid/graphics/Paint.setColor(),1
APICall::Landroid/graphics/Paint.setColorFilter(),1
APICall::Landroid/graphics/Paint.setDither(),1
APICall::Landroid/graphics/Paint.setFilterBitmap(),1
APICall::Landroid/graphics/Paint.setPathEffect(),1
APICall::Landroid/graphics/Paint.setShader(),1
APICall::Landroid/graphics/Paint.setShadowLayer(),1
APICall::Landroid/graphics/Paint.setStrokeCap(),1
APICall::Landroid/graphics/Paint.setStrokeJoin(),1
APICall::Landroid/graphics/Paint.setStrokeMiter(),1
APICall::Landroid/graphics/Paint.setStrokeWidth(),1
APICall::Landroid/graphics/Paint.setStyle(),1
APICall::Landroid/graphics/Paint.setTextAlign(),1
APICall::Landroid/graphics/Paint.setTextSize(),1
APICall::Landroid/graphics/Paint.setTypeface(),1
APICall::Landroid/graphics/Paint.setXfermode(),1
APICall::Landroid/graphics/Path.<init>(),1
APICall::Landroid/graphics/Path.addPath(),1
APICall::Landroid/graphics/Path.addRect(),1
APICall::Landroid/graphics/Path.addRoundRect(),1
APICall::Landroid/graphics/Path.approximate(),1
APICall::Landroid/graphics/Path.arcTo(),1
APICall::Landroid/graphics/Path.close(),1
APICall::Landroid/graphics/Path.computeBounds(),1
APICall::Landroid/graphics/Path.cubicTo(),1
APICall::Landroid/graphics/Path.isConvex(),1
APICall::Landroid/graphics/Path.isEmpty(),1
APICall::Landroid/graphics/Path.lineTo(),1
APICall::Landroid/graphics/Path.moveTo(),1
APICall::Landroid/graphics/Path.op(),1
APICall::Landroid/graphics/Path.quadTo(),1
APICall::Landroid/graphics/Path.rCubicTo(),1
APICall::Landroid/graphics/Path.rLineTo(),1
APICall::Landroid/graphics/Path.rMoveTo(),1
APICall::Landroid/graphics/Path.rQuadTo(),1
APICall::Landroid/graphics/Path.reset(),1
APICall::Landroid/graphics/Path.rewind(),1
APICall::Landroid/graphics/Path.setFillType(),1
APICall::Landroid/graphics/Path.transform(),1
APICall::Landroid/graphics/PathMeasure.<init>(),1
APICall::Landroid/graphics/PathMeasure.getLength(),1
APICall::Landroid/graphics/PathMeasure.getPosTan(),1
APICall::Landroid/graphics/PathMeasure.getSegment(),1
APICall::Landroid/graphics/PathMeasure.nextContour(),1
APICall::Landroid/graphics/PathMeasure.setPath(),1
APICall::Landroid/graphics/Picture.<init>(),1
APICall::Landroid/graphics/Picture.beginRecording(),1
APICall::Landroid/graphics/Picture.endRecording(),1
APICall::Landroid/graphics/Point.<init>(),1
APICall::Landroid/graphics/Point.offset(),1
APICall::Landroid/graphics/Point.set(),1
APICall::Landroid/graphics/PointF.<init>(),1
APICall::Landroid/graphics/PointF.equals(),1
APICall::Landroid/graphics/PointF.hashCode(),1
APICall::Landroid/graphics/PointF.offset(),1
APICall::Landroid/graphics/PointF.set(),1
APICall::Landroid/graphics/PorterDuff$Mode.hashCode(),1
APICall::Landroid/graphics/PorterDuff$Mode.name(),1
APICall::Landroid/graphics/PorterDuff$Mode.valueOf(),1
APICall::Landroid/graphics/PorterDuffColorFilter.<init>(),1
APICall::Landroid/graphics/PorterDuffXfermode.<init>(),1
APICall::Landroid/graphics/RadialGradient.<init>(),1
APICall::Landroid/graphics/Rect.<init>(),1
APICall::Landroid/graphics/Rect.centerX(),1
APICall::Landroid/graphics/Rect.centerY(),1
APICall::Landroid/graphics/Rect.contains(),1
APICall::Landroid/graphics/Rect.equals(),1
APICall::Landroid/graphics/Rect.exactCenterX(),1
APICall::Landroid/graphics/Rect.exactCenterY(),1
APICall::Landroid/graphics/Rect.height(),1
APICall::Landroid/graphics/Rect.inset(),1
APICall::Landroid/graphics/Rect.intersect(),1
APICall::Landroid/graphics/Rect.isEmpty(),1
APICall::Landroid/graphics/Rect.offset(),1
APICall::Landroid/graphics/Rect.offsetTo(),1
APICall::Landroid/graphics/Rect.set(),1
APICall::Landroid/graphics/Rect.setEmpty(),1
APICall::Landroid/graphics/Rect.toShortString(),1
APICall::Landroid/graphics/Rect.union(),1
APICall::Landroid/graphics/Rect.width(),1
APICall::Landroid/graphics/RectF.<init>(),1
APICall::Landroid/graphics/RectF.centerX(),1
APICall::Landroid/graphics/RectF.centerY(),1
APICall::Landroid/graphics/RectF.contains(),1
APICall::Landroid/graphics/RectF.height(),1
APICall::Landroid/graphics/RectF.inset(),1
APICall::Landroid/graphics/RectF.intersect(),1
APICall::Landroid/graphics/RectF.intersects(),1
APICall::Landroid/graphics/RectF.isEmpty(),1
APICall::Landroid/graphics/RectF.offset(),1
APICall::Landroid/graphics/RectF.offsetTo(),1
APICall::Landroid/graphics/RectF.round(),1
APICall::Landroid/graphics/RectF.roundOut(),1
APICall::Landroid/graphics/RectF.set(),1
APICall::Landroid/graphics/RectF.setEmpty(),1
APICall::Landroid/graphics/RectF.union(),1
APICall::Landroid/graphics/RectF.width(),1
APICall::Landroid/graphics/Region.<init>(),1
APICall::Landroid/graphics/Region.contains(),1
APICall::Landroid/graphics/Region.getBounds(),1
APICall::Landroid/graphics/Region.op(),1
APICall::Landroid/graphics/Region.set(),1
APICall::Landroid/graphics/Region.setPath(),1
APICall::Landroid/graphics/Region.union(),1
APICall::Landroid/graphics/RegionIterator.<init>(),1
APICall::Landroid/graphics/RegionIterator.next(),1
APICall::Landroid/graphics/Shader.getLocalMatrix(),1
APICall::Landroid/graphics/Shader.setLocalMatrix(),1
APICall::Landroid/graphics/SweepGradient.<init>(),1
APICall::Landroid/graphics/Typeface$Builder.<init>(),1
APICall::Landroid/graphics/Typeface$Builder.build(),1
APICall::Landroid/graphics/Typeface$Builder.setItalic(),1
APICall::Landroid/graphics/Typeface$Builder.setWeight(),1
APICall::Landroid/graphics/Typeface$CustomFallbackBuilder.<init>(),1
APICall::Landroid/graphics/Typeface$CustomFallbackBuilder.build(),1
APICall::Landroid/graphics/Typeface$CustomFallbackBuilder.setStyle(),1
APICall::Landroid/graphics/Typeface.create(),1
APICall::Landroid/graphics/Typeface.createFromAsset(),1
APICall::Landroid/graphics/Typeface.createFromFile(),1
APICall::Landroid/graphics/Typeface.defaultFromStyle(),1
APICall::Landroid/graphics/Typeface.equals(),1
APICall::Landroid/graphics/Typeface.getStyle(),1
APICall::Landroid/graphics/Typeface.getWeight(),1
APICall::Landroid/graphics/Typeface.isItalic(),1
APICall::Landroid/graphics/drawable/AdaptiveIconDrawable.<init>(),1
APICall::Landroid/graphics/drawable/Animatable.start(),1
APICall::Landroid/graphics/drawable/Animatable.stop(),1
APICall::Landroid/graphics/drawable/Animatable2$AnimationCallback.<init>(),1
APICall::Landroid/graphics/drawable/AnimatedStateListDrawable.addTransition(),1
APICall::Landroid/graphics/drawable/AnimatedVectorDrawable.clearAnimationCallbacks(),1
APICall::Landroid/graphics/drawable/AnimatedVectorDrawable.isRunning(),1
APICall::Landroid/graphics/drawable/AnimatedVectorDrawable.registerAnimationCallback(),1
APICall::Landroid/graphics/drawable/AnimatedVectorDrawable.start(),1
APICall::Landroid/graphics/drawable/AnimatedVectorDrawable.stop(),1
APICall::Landroid/graphics/drawable/AnimatedVectorDrawable.unregisterAnimationCallback(),1
APICall::Landroid/graphics/drawable/AnimationDrawable.<init>(),1
APICall::Landroid/graphics/drawable/AnimationDrawable.addFrame(),1
APICall::Landroid/graphics/drawable/AnimationDrawable.getDuration(),1
APICall::Landroid/graphics/drawable/AnimationDrawable.getFrame(),1
APICall::Landroid/graphics/drawable/AnimationDrawable.getNumberOfFrames(),1
APICall::Landroid/graphics/drawable/AnimationDrawable.isOneShot(),1
APICall::Landroid/graphics/drawable/AnimationDrawable.setLevel(),1
APICall::Landroid/graphics/drawable/AnimationDrawable.setOneShot(),1
APICall::Landroid/graphics/drawable/BitmapDrawable.<init>(),1
APICall::Landroid/graphics/drawable/BitmapDrawable.getBitmap(),1
APICall::Landroid/graphics/drawable/BitmapDrawable.getPaint(),1
APICall::Landroid/graphics/drawable/BitmapDrawable.setTileModeX(),1
APICall::Landroid/graphics/drawable/ClipDrawable.<init>(),1
APICall::Landroid/graphics/drawable/ColorDrawable.<init>(),1
APICall::Landroid/graphics/drawable/ColorDrawable.getColor(),1
APICall::Landroid/graphics/drawable/ColorDrawable.setColor(),1
APICall::Landroid/graphics/drawable/ColorStateListDrawable.getColorStateList(),1
APICall::Landroid/graphics/drawable/Drawable$Callback.invalidateDrawable(),1
APICall::Landroid/graphics/drawable/Drawable$Callback.scheduleDrawable(),1
APICall::Landroid/graphics/drawable/Drawable$Callback.unscheduleDrawable(),1
APICall::Landroid/graphics/drawable/Drawable$ConstantState.<init>(),1
APICall::Landroid/graphics/drawable/Drawable$ConstantState.canApplyTheme(),1
APICall::Landroid/graphics/drawable/Drawable$ConstantState.getChangingConfigurations(),1
APICall::Landroid/graphics/drawable/Drawable$ConstantState.newDrawable(),1
APICall::Landroid/graphics/drawable/Drawable.<init>(),1
APICall::Landroid/graphics/drawable/Drawable.applyTheme(),1
APICall::Landroid/graphics/drawable/Drawable.canApplyTheme(),1
APICall::Landroid/graphics/drawable/Drawable.clearColorFilter(),1
APICall::Landroid/graphics/drawable/Drawable.copyBounds(),1
APICall::Landroid/graphics/drawable/Drawable.createFromStream(),1
APICall::Landroid/graphics/drawable/Drawable.createFromXmlInner(),1
APICall::Landroid/graphics/drawable/Drawable.draw(),1
APICall::Landroid/graphics/drawable/Drawable.getAlpha(),1
APICall::Landroid/graphics/drawable/Drawable.getBounds(),1
APICall::Landroid/graphics/drawable/Drawable.getCallback(),1
APICall::Landroid/graphics/drawable/Drawable.getChangingConfigurations(),1
APICall::Landroid/graphics/drawable/Drawable.getColorFilter(),1
APICall::Landroid/graphics/drawable/Drawable.getConstantState(),1
APICall::Landroid/graphics/drawable/Drawable.getCurrent(),1
APICall::Landroid/graphics/drawable/Drawable.getDirtyBounds(),1
APICall::Landroid/graphics/drawable/Drawable.getHotspotBounds(),1
APICall::Landroid/graphics/drawable/Drawable.getIntrinsicHeight(),1
APICall::Landroid/graphics/drawable/Drawable.getIntrinsicWidth(),1
APICall::Landroid/graphics/drawable/Drawable.getLayoutDirection(),1
APICall::Landroid/graphics/drawable/Drawable.getLevel(),1
APICall::Landroid/graphics/drawable/Drawable.getMinimumHeight(),1
APICall::Landroid/graphics/drawable/Drawable.getMinimumWidth(),1
APICall::Landroid/graphics/drawable/Drawable.getOpacity(),1
APICall::Landroid/graphics/drawable/Drawable.getOpticalInsets(),1
APICall::Landroid/graphics/drawable/Drawable.getOutline(),1
APICall::Landroid/graphics/drawable/Drawable.getPadding(),1
APICall::Landroid/graphics/drawable/Drawable.getState(),1
APICall::Landroid/graphics/drawable/Drawable.getTransparentRegion(),1
APICall::Landroid/graphics/drawable/Drawable.inflate(),1
APICall::Landroid/graphics/drawable/Drawable.invalidateSelf(),1
APICall::Landroid/graphics/drawable/Drawable.isAutoMirrored(),1
APICall::Landroid/graphics/drawable/Drawable.isStateful(),1
APICall::Landroid/graphics/drawable/Drawable.isVisible(),1
APICall::Landroid/graphics/drawable/Drawable.jumpToCurrentState(),1
APICall::Landroid/graphics/drawable/Drawable.mutate(),1
APICall::Landroid/graphics/drawable/Drawable.onBoundsChange(),1
APICall::Landroid/graphics/drawable/Drawable.onLevelChange(),1
APICall::Landroid/graphics/drawable/Drawable.onStateChange(),1
APICall::Landroid/graphics/drawable/Drawable.resolveOpacity(),1
APICall::Landroid/graphics/drawable/Drawable.scheduleSelf(),1
APICall::Landroid/graphics/drawable/Drawable.setAlpha(),1
APICall::Landroid/graphics/drawable/Drawable.setAutoMirrored(),1
APICall::Landroid/graphics/drawable/Drawable.setBounds(),1
APICall::Landroid/graphics/drawable/Drawable.setCallback(),1
APICall::Landroid/graphics/drawable/Drawable.setChangingConfigurations(),1
APICall::Landroid/graphics/drawable/Drawable.setColorFilter(),1
APICall::Landroid/graphics/drawable/Drawable.setDither(),1
APICall::Landroid/graphics/drawable/Drawable.setFilterBitmap(),1
APICall::Landroid/graphics/drawable/Drawable.setHotspot(),1
APICall::Landroid/graphics/drawable/Drawable.setHotspotBounds(),1
APICall::Landroid/graphics/drawable/Drawable.setLayoutDirection(),1
APICall::Landroid/graphics/drawable/Drawable.setLevel(),1
APICall::Landroid/graphics/drawable/Drawable.setState(),1
APICall::Landroid/graphics/drawable/Drawable.setTint(),1
APICall::Landroid/graphics/drawable/Drawable.setTintList(),1
APICall::Landroid/graphics/drawable/Drawable.setTintMode(),1
APICall::Landroid/graphics/drawable/Drawable.setVisible(),1
APICall::Landroid/graphics/drawable/Drawable.unscheduleSelf(),1
APICall::Landroid/graphics/drawable/GradientDrawable.<init>(),1
APICall::Landroid/graphics/drawable/GradientDrawable.setColor(),1
APICall::Landroid/graphics/drawable/GradientDrawable.setCornerRadius(),1
APICall::Landroid/graphics/drawable/GradientDrawable.setShape(),1
APICall::Landroid/graphics/drawable/Icon.createWithAdaptiveBitmap(),1
APICall::Landroid/graphics/drawable/Icon.createWithAdaptiveBitmapContentUri(),1
APICall::Landroid/graphics/drawable/Icon.createWithBitmap(),1
APICall::Landroid/graphics/drawable/Icon.createWithContentUri(),1
APICall::Landroid/graphics/drawable/Icon.createWithData(),1
APICall::Landroid/graphics/drawable/Icon.createWithResource(),1
APICall::Landroid/graphics/drawable/Icon.getResId(),1
APICall::Landroid/graphics/drawable/Icon.getResPackage(),1
APICall::Landroid/graphics/drawable/Icon.getType(),1
APICall::Landroid/graphics/drawable/Icon.getUri(),1
APICall::Landroid/graphics/drawable/Icon.loadDrawable(),1
APICall::Landroid/graphics/drawable/Icon.setTintList(),1
APICall::Landroid/graphics/drawable/Icon.setTintMode(),1
APICall::Landroid/graphics/drawable/InsetDrawable.<init>(),1
APICall::Landroid/graphics/drawable/InsetDrawable.getDrawable(),1
APICall::Landroid/graphics/drawable/InsetDrawable.getPadding(),1
APICall::Landroid/graphics/drawable/InsetDrawable.setDrawable(),1
APICall::Landroid/graphics/drawable/LayerDrawable.<init>(),1
APICall::Landroid/graphics/drawable/LayerDrawable.findDrawableByLayerId(),1
APICall::Landroid/graphics/drawable/LayerDrawable.getDrawable(),1
APICall::Landroid/graphics/drawable/LayerDrawable.getId(),1
APICall::Landroid/graphics/drawable/LayerDrawable.getLayerGravity(),1
APICall::Landroid/graphics/drawable/LayerDrawable.getLayerHeight(),1
APICall::Landroid/graphics/drawable/LayerDrawable.getLayerInsetBottom(),1
APICall::Landroid/graphics/drawable/LayerDrawable.getLayerInsetEnd(),1
APICall::Landroid/graphics/drawable/LayerDrawable.getLayerInsetLeft(),1
APICall::Landroid/graphics/drawable/LayerDrawable.getLayerInsetRight(),1
APICall::Landroid/graphics/drawable/LayerDrawable.getLayerInsetStart(),1
